movieId, Title, Director, Budget, Cumulative, Runtime
534,Shadowlands,Richard Attenborough,22000000,25842000,131 min
535,Short Cuts,Robert Altman,0,6110979,188 min
536,A Simple Twist of Fate,Gillies MacKinnon,0,0,106 min
537,Sirens,John Duigan,0,7770731,98 min
538,Six Degrees of Separation,Fred Schepisi,15000000,6284090,112 min
539,Sleepless in Seattle,Nora Ephron,21000000,227799884,105 min
540,Sliver,Phillip Noyce,40000000,116300000,107 min
541,Blade Runner,Ridley Scott,28000000,41722424,117 min
542,Son in Law,Steve Rash,0,36448200,95 min
543,So I Married an Axe Murderer,Thomas Schlamme,20000000,11585483,93 min
544,Striking Distance,Rowdy Herrington,0,0,102 min
546,Super Mario Bros.,"Annabel Jankel, Rocky Morton",48000000,20915465,104 min
547,Surviving the Game,Ernest R. Dickerson,7400000,7690013,96 min
548,Terminal Velocity,Deran Sarafian,50000000,16478900,102 min
549,Thirty Two Short Films About Glenn Gould,François Girard,0,0,98 min
550,Threesome,Andrew Fleming,0,14815317,93 min
551,The Nightmare Before Christmas,Henry Selick,18000000,75634409,76 min
552,The Three Musketeers,Stephen Herek,30000000,111898845,105 min
553,Tombstone,George P. Cosmatos,25000000,56500000,130 min
555,True Romance,Tony Scott,12500000,12600000,119 min
556,The War Room,"Chris Hegedus, D.A. Pennebaker",0,901668,96 min
558,The Pagemaster,"Pixote Hunt, Joe Johnston",27000000,13670688,80 min
562,Welcome to the Dollhouse,Todd Solondz,800000,5034794,88 min
563,Germinal,Claude Berri,0,0,160 min
564,Chasers,Dennis Hopper,15000000,1596687,102 min
567,Kika,Pedro Almodóvar,0,2019069,114 min
568,Bhaji on the Beach,Gurinder Chadha,0,0,101 min
569,Little Big League,Andrew Scheinman,0,0,119 min
573,"Ciao, Professore!",Lina Wertmüller,0,0,100 min
574,Spanking the Monkey,David O. Russell,200000,0,100 min
575,The Little Rascals,Penelope Spheeris,0,67308282,82 min
577,Andre,George Miller,0,0,94 min
579,La scorta,Ricky Tognazzi,0,0,96 min
580,Princess Caraboo,Michael Austin,0,3021629,97 min
581,The Celluloid Closet,"Rob Epstein, Jeffrey Friedman",0,1400591,102 min
583,Dear Diary,Nanni Moretti,0,0,100 min
585,The Brady Bunch Movie,Betty Thomas,12000000,46576136,90 min
586,Home Alone,Chris Columbus,18000000,476684675,103 min
587,Ghost,Jerry Zucker,22000000,505000000,127 min
588,Aladdin,"Ron Clements, John Musker",28000000,504050219,90 min
589,Terminator 2: Judgment Day,James Cameron,102000000,520000000,137 min
590,Dances with Wolves,Kevin Costner,22000000,424208848,181 min
592,Batman,Tim Burton,35000000,411348924,126 min
593,The Silence of the Lambs,Jonathan Demme,19000000,272742922,118 min
594,Snow White and the Seven Dwarfs,"William Cottrell, David Hand, Wilfred Jackson",1488423,184925486,83 min
595,Beauty and the Beast,"Gary Trousdale, Kirk Wise",25000000,424967620,84 min
596,Pinocchio,"Norman Ferguson, T. Hee, Wilfred Jackson",2600000,164000000,88 min
597,Pretty Woman,Garry Marshall,14000000,463406268,119 min
599,The Wild Bunch,Sam Peckinpah,6244087,638641,135 min
600,Love and a .45,C.M. Talkington,0,0,101 min
602,A Great Day in Harlem,Jean Bach,0,527034,60 min
605,One Fine Day,Michael Hoffman,0,97529550,108 min
606,Candyman: Farewell to the Flesh,Bill Condon,0,13940383,95 min
608,Fargo,"Joel Coen, Ethan Coen",7000000,60611975,98 min
609,Homeward Bound II: Lost in San Francisco,David R. Ellis,0,32709423,88 min
610,Heavy Metal,"Gerald Potterton, John Bruno, John Halas",9300000,20118654,86 min
611,Hellraiser: Bloodline,Kevin Yagher,4000000,16675000,85 min
612,The Pallbearer,Matt Reeves,8000000,5656388,98 min
613,Jane Eyre,Franco Zeffirelli,0,5200601,112 min
615,Bread and Chocolate,Franco Brusati,0,0,100 min
616,The Aristocats,Wolfgang Reitherman,4000000,191000000,78 min
617,The Flower of My Secret,Pedro Almodóvar,4500000,19000000,103 min
618,Two Much,Fernando Trueba,24000000,1141556,118 min
619,Ed,Bill Couturié,24000000,4400000,94 min
626,A Thin Line Between Love and Hate,Martin Lawrence,8000000,34746109,108 min
627,The Last Supper,Stacy Title,0,442965,92 min
628,Primal Fear,Gregory Hoblit,30000000,102600000,129 min
631,All Dogs Go to Heaven 2,"Larry Leker, Paul Sabella",0,8620678,82 min
632,Land and Freedom,Ken Loach,0,0,109 min
633,Denise Calls Up,Hal Salwen,0,0,80 min
634,Theodore Rex,Jonathan R. Betuel,33500000,0,92 min
635,A Family Thing,Richard Pearce,0,10125417,109 min
636,Frisk,Todd Verow,0,0,88 min
637,Sgt. Bilko,Jonathan Lynn,39000000,37956793,94 min
638,Jack & Sarah,Tim Sullivan,0,218626,110 min
639,Girl 6,Spike Lee,12000000,4939939,108 min
640,Diabolique,Jeremiah S. Chechik,45000000,52400000,107 min
645,Nelly & Monsieur Arnaud,Claude Sautet,0,0,106 min
647,Courage Under Fire,Edward Zwick,46000000,100900000,116 min
648,Mission: Impossible,Brian De Palma,80000000,457696391,110 min
649,Cold Fever,Friðrik Þór Friðriksson,0,0,83 min
650,Moll Flanders,Pen Densham,0,3486578,123 min
653,DragonHeart,Rob Cohen,57000000,115267375,103 min
656,Eddie,Steve Rash,30000000,31387164,100 min
661,James and the Giant Peach,Henry Selick,38000000,28946127,79 min
663,Kids in the Hall: Brain Candy,Kelly Makin,0,0,89 min
665,Underground,Emir Kusturica,14000000,0,167 min
667,Bloodsport 2,"Alan Mehrez, Philip Tan",0,684351,90 min
668,Pather Panchali,Satyajit Ray,0,536364,125 min
670,The World of Apu,Satyajit Ray,0,134241,105 min
671,Mystery Science Theater 3000: The Movie,Jim Mallon,5000000,1000000,73 min
673,Space Jam,Joe Pytka,80000000,250200000,88 min
674,Barbarella,Roger Vadim,9000000,2500000,98 min
678,Some Folks Call It a Sling Blade,George Hickenlooper,0,0,25 min
679,The Run of the Country,Peter Yates,0,0,109 min
680,Alphaville,Jean-Luc Godard,220000,46585,99 min
685,It's My Party,Randal Kleiser,0,622503,110 min
688,Operation Dumbo Drop,Simon Wincer,0,0,107 min
691,Mrs. Winterbourne,Richard Benjamin,25000000,10082005,105 min
692,Solo,Norberto Barba,0,0,94 min
694,The Substitute,Robert Mandel,0,14818176,114 min
695,True Crime,Pat Verducci,0,0,94 min
697,Feeling Minnesota,Steven Baigelman,0,0,99 min
698,Delta of Venus,Zalman King,0,63174,102 min
700,Angus,Patrick Read Johnson,0,0,90 min
703,Boys,Stacy Cochran,0,516349,86 min
704,The Quest,Jean-Claude Van Damme,30000000,57400547,95 min
706,Sunset Park,Steve Gomer,0,0,99 min
707,Mulholland Falls,Lee Tamahori,29000000,11500000,107 min
708,The Truth About Cats & Dogs,Michael Lehmann,0,3407,97 min
709,Oliver & Company,George Scribner,31000000,121000000,74 min
710,Celtic Pride,Tom DeCerchio,0,0,91 min
711,Flipper,Alan Shapiro,25530000,20080020,95 min
714,Dead Man,Jim Jarmusch,9000000,1038000,121 min
715,The Horseman on the Roof,Jean-Paul Rappeneau,35000000,15000000,118 min
718,The Visitors,Jean-Marie Poiré,9500000,98800000,107 min
719,Multiplicity,Harold Ramis,45000000,21075014,117 min
720,Wallace & Gromit: The Best of Aardman Animation,Nick Park,0,0,75 min
722,The Haunted World of Edward D. Wood Jr.,Brett Thompson,0,0,89 min
724,The Craft,Andrew Fleming,15000000,24800000,101 min
725,The Great White Hype,Reginald Hudlin,0,0,91 min
726,Last Dance,Bruce Beresford,0,5,103 min
728,Cold Comfort Farm,John Schlesinger,0,0,105 min
731,Heaven's Prisoners,Phil Joanou,25000000,5009305,132 min
733,The Rock,Michael Bay,75000000,335062621,136 min
735,Cemetery Man,Michele Soavi,4000000,0,103 min
736,Twister,Jan de Bont,92000000,494471524,113 min
737,Barb Wire,David Hogan,9000000,3793614,98 min
741,Ghost in the Shell,Mamoru Oshii,3000000,10000000,83 min
742,Thinner,Tom Holland,8000000,15315484,93 min
743,Spy Hard,Rick Friedberg,18000000,27000000,81 min
745,Wallace & Gromit: A Close Shave,Nick Park,0,4638,30 min
747,The Stupids,John Landis,25000000,2491989,94 min
748,The Arrival,David Twohy,25000000,14063331,115 min
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,1800000,9500000,95 min
757,Ashes of Time,Wong Kar-Wai,0,0,100 min
759,Maya Lin: A Strong Clear Vision,Freida Lee Mock,0,0,105 min
760,Stalingrad,Joseph Vilsmaier,0,152972,134 min
761,The Phantom,Simon Wincer,45000000,17323326,100 min
762,Striptease,Andrew Bergman,50000000,113309743,115 min
764,Heavy,James Mangold,0,0,105 min
765,Jack,Francis Ford Coppola,45000000,58620973,113 min
775,Spirits of the Dead,"Federico Fellini, Louis Malle, Roger Vadim",0,0,121 min
778,Trainspotting,Danny Boyle,4000000,71981823,93 min
779,'Til There Was You,Scott Winant,1000000,3525125,113 min
780,Independence Day,Roland Emmerich,75000000,817400891,145 min
781,Stealing Beauty,Bernardo Bertolucci,10000000,4800000,118 min
782,The Fan,Tony Scott,55000000,18626419,116 min
783,The Hunchback of Notre Dame,"Gary Trousdale, Kirk Wise",100000000,325300000,91 min
784,The Cable Guy,Ben Stiller,47000000,102825796,96 min
785,Kingpin,"Bobby Farrelly, Peter Farrelly",27000000,25023434,114 min
786,Eraser,Chuck Russell,100000000,242295562,115 min
788,The Nutty Professor,Tom Shadyac,54000000,128769345,95 min
790,Un été inoubliable,Lucian Pintilie,0,65352,82 min
791,"The Last Klezmer: Leopold Kozlowski, His Life and Music",Yale Strom,None,None,85 min
795,Somebody to Love,Alexandre Rockwell,0,0,102 min
798,Daylight,Rob Cohen,80000000,159212469,114 min
799,The Frighteners,Peter Jackson,30000000,29359216,110 min
800,Lone Star,John Sayles,5000000,13269963,135 min
801,Harriet the Spy,Bronwen Hughes,12000000,26600000,100 min
802,Phenomenon,Jon Turteltaub,32000000,152000000,123 min
803,Walking and Talking,Nicole Holofcener,0,0,86 min
804,She's the One,Edward Burns,3500000,9500000,96 min
805,A Time to Kill,Joel Schumacher,40000000,152266007,149 min
806,American Buffalo,Michael Corrente,0,665450,88 min
808,Alaska,Fraser C. Heston,23000000,11829959,109 min
809,Fled,Kevin Hooks,25000000,17193231,98 min
810,Kazaam,Paul Michael Glaser,20000000,18937262,93 min
813,Larger Than Life,Howard Franklin,30000000,8315693,93 min
818,A Very Brady Sequel,Arlene Sanford,12000000,21440752,90 min
823,The Collector,Éric Rohmer,0,0,86 min
824,Kaspar Hauser,Peter Sehr,0,0,139 min
828,The Adventures of Pinocchio,Steve Barron,25000000,15100000,96 min
829,Joe's Apartment,John Payson,13000000,4600000,80 min
830,The First Wives Club,Hugh Wilson,26000000,116400000,103 min
832,Ransom,Ron Howard,80000000,309492681,121 min
833,High School High,Hart Bochner,0,21302121,86 min
835,Foxfire,Annette Haywood-Carter,0,258263,102 min
836,Chain Reaction,Andrew Davis,50000000,60209334,107 min
837,Matilda,Danny DeVito,36000000,33500000,98 min
838,Emma,Douglas McGrath,6000000,22231658,120 min
839,The Crow: City of Angels,Tim Pope,13000000,25317287,84 min
840,House Arrest,Harry Winer,0,0,108 min
841,Eyes Without a Face,Georges Franju,0,58656,90 min
842,Bordello of Blood,Gilbert Adler,15000000,5600000,87 min
848,The Spitfire Grill,Lee David Zlotoff,6000000,12643776,117 min
849,Escape from L.A.,John Carpenter,50000000,42277365,101 min
851,Basquiat,Julian Schnabel,3300000,3022292,107 min
852,Tin Cup,Ron Shelton,45000000,53854588,135 min
858,The Godfather,Francis Ford Coppola,6000000,245066411,175 min
861,Supercop,Stanley Tong,900000,34391494,91 min
866,Bound,"Lana Wachowski, Lilly Wachowski",4500000,7011317,109 min
867,Carpool,Arthur Hiller,17000000,0,89 min
869,Kansas City,Robert Altman,18000000,0,116 min
870,Gone Fishin',Christopher Cain,53000000,19745922,94 min
875,Nothing to Lose,Izidore K. Musallam,0,0,83 min
876,Supercop 2,Stanley Tong,1000000,1207130,104 min
879,The Relic,Peter Hyams,60000000,33956608,110 min
880,The Island of Dr. Moreau,"John Frankenheimer, Richard Stanley",40000000,49627779,96 min
881,First Kid,David Mickey Evans,0,0,101 min
882,The Trigger Effect,David Koepp,8000000,3600000,94 min
885,Bogus,Norman Jewison,32000000,0,110 min
886,Bulletproof,Ernest R. Dickerson,25000000,22611954,84 min
888,The Land Before Time III: The Time of the Great Giving,Roy Allen Smith,0,0,71 min
889,1-900,Theo van Gogh,0,0,87 min
891,Halloween: The Curse of Michael Myers,Joe Chappelle,5000000,15116634,87 min
892,Twelfth Night,Trevor Nunn,5000000,33000000,134 min
893,Mother Night,Keith Gordon,0,0,114 min
896,Wild Reeds,André Téchiné,0,807775,110 min
897,For Whom the Bell Tolls,Sam Wood,3000000,17800000,170 min
898,The Philadelphia Story,George Cukor,None,None,112 min
899,Singin' in the Rain,"Stanley Donen, Gene Kelly",2540800,7200000,103 min
900,An American in Paris,Vincente Minnelli,5635000,6981000,114 min
901,Funny Face,Stanley Donen,0,0,103 min
902,Breakfast at Tiffany's,Blake Edwards,2500000,9500000,115 min
903,Vertigo,Alfred Hitchcock,2479000,7808900,128 min
904,Rear Window,Alfred Hitchcock,1000000,37042336,112 min
905,It Happened One Night,Frank Capra,325000,4500000,105 min
906,Gaslight,George Cukor,2068000,0,114 min
907,The Gay Divorcee,Mark Sandrich,520000,1800000,107 min
908,North by Northwest,Alfred Hitchcock,4000000,13275000,136 min
909,The Apartment,Billy Wilder,3000000,25000000,125 min
910,Some Like It Hot,Billy Wilder,2883848,25000000,121 min
911,Charade,Stanley Donen,4000000,13475000,113 min
912,Casablanca,Michael Curtiz,878000,10462500,102 min
913,The Maltese Falcon,John Huston,375000,1772000,100 min
914,My Fair Lady,George Cukor,17000000,72661442,170 min
915,Sabrina,Billy Wilder,2239000,10000000,113 min
916,Roman Holiday,William Wyler,1500000,12000000,118 min
917,The Little Princess,"Walter Lang, William A. Seiter",0,0,93 min
918,Meet Me in St. Louis,Vincente Minnelli,1707561,7566000,113 min
919,The Wizard of Oz,"Victor Fleming, King Vidor",2777000,33754967,102 min
920,Gone with the Wind,Victor Fleming,4000000,402352579,238 min
921,My Favorite Year,Richard Benjamin,7900000,20123620,92 min
922,Sunset Boulevard,Billy Wilder,1752000,5000000,110 min
923,Citizen Kane,Orson Welles,839727,23218000,119 min
924,2001: A Space Odyssey,Stanley Kubrick,12000000,71923560,149 min
926,All About Eve,Joseph L. Mankiewicz,1400000,8400000,138 min
927,The Women,George Cukor,1688000,2270000,133 min
928,Rebecca,Alfred Hitchcock,1288000,7592465,130 min
929,Foreign Correspondent,Alfred Hitchcock,0,0,120 min
930,Notorious,Alfred Hitchcock,2000000,24500000,102 min
931,Spellbound,Alfred Hitchcock,1500000,7000000,111 min
932,An Affair to Remember,Leo McCarey,2100000,3800000,115 min
933,To Catch a Thief,Alfred Hitchcock,2500000,8750000,106 min
934,Father of the Bride,Vincente Minnelli,0,0,92 min
935,The Band Wagon,Vincente Minnelli,2900000,3500000,112 min
936,Ninotchka,Ernst Lubitsch,1365000,2279000,110 min
937,Love in the Afternoon,Billy Wilder,2100000,2000000,130 min
938,Gigi,"Vincente Minnelli, Charles Walters",3319355,13200000,115 min
940,The Adventures of Robin Hood,"Michael Curtiz, William Keighley",2033000,3981000,102 min
941,The Mark of Zorro,Rouben Mamoulian,0,0,94 min
942,Laura,"Otto Preminger, Rouben Mamoulian",1020000,2000000,88 min
943,The Ghost and Mrs. Muir,Joseph L. Mankiewicz,0,0,104 min
944,Lost Horizon,Frank Capra,4000000,0,132 min
945,Top Hat,Mark Sandrich,609000,3202000,101 min
946,To Be or Not to Be,Ernst Lubitsch,1200000,1500000,99 min
947,My Man Godfrey,Gregory La Cava,575375,684200,94 min
948,Giant,George Stevens,5400000,32855818,201 min
949,East of Eden,Elia Kazan,0,0,118 min
950,The Thin Man,W.S. Van Dyke,226408,1423000,91 min
951,His Girl Friday,Howard Hawks,0,0,92 min
952,Around the World in 80 Days,"Michael Anderson, John Farrow",6000000,42000000,175 min
953,It's a Wonderful Life,Frank Capra,3180000,9644124,130 min
954,Mr. Smith Goes to Washington,Frank Capra,1500000,9600000,129 min
955,Bringing Up Baby,Howard Hawks,1073000,0,102 min
956,Penny Serenade,George Stevens,0,0,119 min
959,Of Human Bondage,John Cromwell,0,0,83 min
961,Little Lord Fauntleroy,John Cromwell,590000,1037000,102 min
963,The Inspector General,Henry Koster,0,0,102 min
965,The 39 Steps,Alfred Hitchcock,0,0,86 min
968,Night of the Living Dead,George A. Romero,114000,30000000,96 min
969,The African Queen,John Huston,1000000,10750000,105 min
970,Beat the Devil,John Huston,1000000,0,89 min
971,Cat on a Hot Tin Roof,Richard Brooks,3000000,17570324,108 min
973,Meet John Doe,Frank Capra,0,2000000,122 min
976,A Farewell to Arms,Frank Borzage,0,0,80 min
979,Nothing Personal,Thaddeus O'Sullivan,0,0,86 min
981,Dangerous Ground,Darrell Roodt,0,3028094,95 min
982,Picnic,Joshua Logan,3000000,9000000,115 min
984,The Pompatus of Love,Richard Schenkman,0,0,99 min
986,Fly Away Home,Carroll Ballard,22000000,25143818,107 min
987,Bliss,Lance Young,0,294064,103 min
988,Grace of My Heart,Allison Anders,5000000,660313,116 min
990,Maximum Risk,Ringo Lam,25000000,51702483,101 min
991,Michael Collins,Neil Jordan,25000000,16900000,133 min
993,Infinity,Matthew Broderick,0,0,119 min
994,Big Night,"Campbell Scott, Stanley Tucci",4100000,12000000,109 min
996,Last Man Standing,Walter Hill,67000000,47267001,101 min
998,Set It Off,F. Gary Gray,9000000,41590886,123 min
999,2 Days in the Valley,John Herzfeld,0,11132156,104 min
1003,Extreme Measures,Michael Apted,38000000,17380126,118 min
1004,The Glimmer Man,John Gray,45000000,20350000,91 min
1005,D3: The Mighty Ducks,Robert Lieberman,0,22955097,104 min
1006,The Chamber,James Foley,50000000,22540359,113 min
1007,The Apple Dumpling Gang,Norman Tokar,0,36853000,100 min
1008,Davy Crockett: King of the Wild Frontier,Norman Foster,2150000,0,93 min
1009,Escape to Witch Mountain,John Hough,0,20000000,97 min
1010,The Love Bug,Robert Stevenson,0,51264022,108 min
1011,Herbie Rides Again,Robert Stevenson,0,38229000,88 min
1012,Old Yeller,Robert Stevenson,21909000,0,83 min
1013,The Parent Trap,David Swift,0,29650385,129 min
1014,Pollyanna,David Swift,2500000,3750000,134 min
1015,Homeward Bound: The Incredible Journey,Duwayne Dunham,24000000,57333324,84 min
1016,The Shaggy Dog,Charles Barton,1250000,17658000,104 min
1017,Swiss Family Robinson,Ken Annakin,5000000,40356000,126 min
1018,That Darn Cat!,Robert Stevenson,0,28062222,116 min
1019,"20,000 Leagues Under the Sea",Richard Fleischer,5000000,28200000,127 min
1020,Cool Runnings,Jon Turteltaub,14000000,154856263,98 min
1021,Angels in the Outfield,William Dear,31000000,50236831,102 min
1022,Cinderella,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske",2900000,263600000,74 min
1023,Winnie the Pooh and the Blustery Day,"Wolfgang Reitherman, Ben Sharpsteen",0,0,25 min
1024,The Three Caballeros,"Norman Ferguson, Clyde Geronimi, Jack Kinney",0,336000000,71 min
1025,The Sword in the Stone,"Wolfgang Reitherman, Clyde Geronimi, David Hand",3000000,22200000,79 min
1027,Robin Hood: Prince of Thieves,Kevin Reynolds,48000000,390493908,143 min
1028,Mary Poppins,Robert Stevenson,4650000,103100000,139 min
1029,Dumbo,"Samuel Armstrong, Norman Ferguson, Wilfred Jackson",812000,1600000,64 min
1030,Pete's Dragon,"Don Chaffey, Don Bluth",10000000,0,128 min
1031,Bedknobs and Broomsticks,"Robert Stevenson, Ward Kimball",20000000,17900000,117 min
1032,Alice in Wonderland,"Clyde Geronimi, Wilfred Jackson, Hamilton Luske",3000000,57200000,75 min
1033,The Fox and the Hound,"Ted Berman, Richard Rich, Art Stevens",12000000,29800000,83 min
1034,Freeway,Matthew Bright,3000000,0,104 min
1035,The Sound of Music,Robert Wise,8200000,286214286,172 min
1036,Die Hard,John McTiernan,28000000,140767956,132 min
1037,The Lawnmower Man,Brett Leonard,10000000,32100816,108 min
1040,The Secret Agent,Christopher Hampton,0,0,95 min
1041,Secrets & Lies,Mike Leigh,4500000,13417292,136 min
1042,That Thing You Do!,Tom Hanks,26000000,34585416,108 min
1043,To Gillian on Her 37th Birthday,Michael Pressman,0,4137645,93 min
1046,Beautiful Thing,Hettie Macdonald,0,1500000,90 min
1047,The Long Kiss Goodnight,Renny Harlin,65000000,89456761,121 min
1049,The Ghost and the Darkness,Stephen Hopkins,50000000,38619405,110 min
1050,Looking for Richard,Al Pacino,0,0,111 min
1051,Trees Lounge,Steve Buscemi,1300000,0,95 min
1053,Normal Life,John McNaughton,0,0,101 min
1054,Get on the Bus,Spike Lee,2400000,5731103,120 min
1055,Shadow Conspiracy,George P. Cosmatos,45000000,2154540,103 min
1056,Jude,Michael Winterbottom,7000000,409144,123 min
1057,Everyone Says I Love You,Woody Allen,20000000,9800000,101 min
1059,Romeo + Juliet,Baz Luhrmann,14500000,147298761,120 min
1060,Swingers,Doug Liman,200000,4505922,96 min
1061,Sleepers,Barry Levinson,44000000,165600000,147 min
1064,Aladdin and the King of Thieves,Tad Stones,0,0,81 min
1066,Shall We Dance,Mark Sandrich,991000,2168000,109 min
1068,Crossfire,Edward Dmytryk,250000,1300000,86 min
1073,Willy Wonka & the Chocolate Factory,Mel Stuart,3000000,4000000,100 min
1076,The Innocents,Jack Clayton,0,1200000,100 min
1077,Sleeper,Woody Allen,2000000,18344729,89 min
1078,Bananas,Woody Allen,2000000,11833696,82 min
1079,A Fish Called Wanda,"Charles Crichton, John Cleese",7500000,188593712,108 min
1080,Monty Python's Life of Brian,Terry Jones,4000000,20700000,94 min
1081,Victor/Victoria,Blake Edwards,15000000,28215453,134 min
1082,The Candidate,Michael Ritchie,1600000,2500000,110 min
1083,The Great Race,Blake Edwards,12000000,25300000,160 min
1084,Bonnie and Clyde,Arthur Penn,2500000,50700000,111 min
1085,The Old Man and the Sea,"John Sturges, Fred Zinnemann",0,0,86 min
1086,Dial M for Murder,Alfred Hitchcock,1400000,3000000,105 min
1088,Dirty Dancing,Emile Ardolino,6000000,214577242,100 min
1089,Reservoir Dogs,Quentin Tarantino,1200000,2859750,99 min
1090,Platoon,Oliver Stone,6000000,138530565,120 min
1091,Weekend at Bernie's,Ted Kotcheff,6500000,30218387,97 min
1092,Basic Instinct,Paul Verhoeven,49000000,352927224,127 min
1093,The Doors,Oliver Stone,38000000,34416893,140 min
1094,The Crying Game,Neil Jordan,3705538,62548947,112 min
1095,Glengarry Glen Ross,James Foley,12500000,10725228,100 min
1096,Sophie's Choice,Alan J. Pakula,12000000,30036166,150 min
1097,E.T. the Extra-Terrestrial,Steven Spielberg,10500000,792965500,115 min
1099,A Christmas Carol,Edwin L. Marin,0,0,69 min
1100,Days of Thunder,Tony Scott,60000000,157920733,107 min
1101,Top Gun,Tony Scott,15000000,356830601,109 min
1103,Rebel Without a Cause,Nicholas Ray,1500000,4500000,111 min
1104,A Streetcar Named Desire,Elia Kazan,1800000,8000000,122 min
1105,Children of the Corn: The Gathering,Greg Spence,0,0,85 min
1107,Loser,Erik Burke,None,None,84 min
1111,Microcosmos,"Claude Nuridsany, Marie Pérennou",5750000,1433008,80 min
1112,Palookaville,Alan Taylor,315230,0,92 min
1114,The Funeral,Abel Ferrara,12500000,1227324,99 min
1116,A Single Girl,Benoît Jacquot,0,0,90 min
1117,The Eighth Day,Jaco Van Dormael,0,0,118 min
1119,Drunks,Peter Cohn,0,0,90 min
1120,The People vs. Larry Flynt,Milos Forman,36000000,20300385,130 min
1121,Glory Daze,Rich Wilkes,0,0,100 min
1123,A Perfect Candidate,"R.J. Cutler, David Van Taylor",0,0,105 min
1124,On Golden Pond,Mark Rydell,15000000,119285432,109 min
1125,The Return of the Pink Panther,Blake Edwards,5000000,41833347,113 min
1126,Drop Dead Fred,Ate de Jong,6788000,13878334,103 min
1127,The Abyss,James Cameron,70000000,90000098,140 min
1128,The Fog,John Carpenter,1000000,21448830,89 min
1129,Escape from New York,John Carpenter,6000000,50244700,99 min
1130,The Howling,Joe Dante,1000000,17985893,91 min
1131,Jean de Florette,Claude Berri,4940939,0,120 min
1132,Manon of the Spring,Claude Berri,0,0,113 min
1135,Private Benjamin,Howard Zieff,15000000,69800000,109 min
1136,Monty Python and the Holy Grail,"Terry Gilliam, Terry Jones",400000,5028948,91 min
1137,Hustler White,"Rick Castro, Bruce La Bruce",0,127251,79 min
1140,Entertaining Angels: The Dorothy Day Story,Michael Ray Rhodes,0,711872,110 min
1144,The Line King: The Al Hirschfeld Story,Susan Warms Dryfoos,0,0,86 min
1147,When We Were Kings,Leon Gast,0,2666118,88 min
1148,Wallace & Gromit: The Wrong Trousers,Nick Park,0,0,29 min
1150,The Return of Martin Guerre,Daniel Vigne,0,0,112 min
1151,Faust,Jan Svankmajer,0,0,97 min
1156,The Children Are Watching Us,Vittorio De Sica,0,0,84 min
1161,The Tin Drum,Volker Schlöndorff,3000000,17000000,142 min
1162,The Ruling Class,Peter Medak,0,0,154 min
1163,Mina Tannenbaum,Martine Dugowson,0,0,128 min
1167,Dear God,Garry Marshall,0,0,112 min
1170,Best of the Best 3: No Turning Back,Phillip Rhee,0,0,90 min
1171,Bob Roberts,Tim Robbins,3900000,8000000,102 min
1172,Cinema Paradiso,Giuseppe Tornatore,5000000,11990401,174 min
1173,"The Cook, the Thief, His Wife & Her Lover",Peter Greenaway,2300000,7724701,124 min
1175,Delicatessen,"Marc Caro, Jean-Pierre Jeunet",4000000,1794187,99 min
1176,The Double Life of Véronique,Krzysztof Kieslowski,0,1999955,98 min
1177,Enchanted April,Mike Newell,0,13200170,95 min
1178,Paths of Glory,Stanley Kubrick,935000,1200000,88 min
1179,The Grifters,Stephen Frears,0,13446769,110 min
1180,Hear My Song,Peter Chelsom,0,0,104 min
1183,The English Patient,Anthony Minghella,27000000,231976425,162 min
1184,Mediterraneo,Gabriele Salvatores,0,4532791,96 min
1185,My Left Foot,Jim Sheridan,645180,14743391,103 min
1186,"Sex, Lies, and Videotape",Steven Soderbergh,1200000,24741667,100 min
1187,Passion Fish,John Sayles,5000000,4814619,135 min
1188,Strictly Ballroom,Baz Luhrmann,3000000,33946224,94 min
1189,The Thin Blue Line,Errol Morris,0,1209846,101 min
1190,Tie Me Up! Tie Me Down!,Pedro Almodóvar,0,3125224,101 min
1191,Madonna: Truth or Dare,Alek Keshishian,0,0,120 min
1192,Paris Is Burning,Jennie Livingston,500000,3800000,78 min
1193,One Flew Over the Cuckoo's Nest,Milos Forman,3000000,108981275,133 min
1194,Up in Smoke,"Lou Adler, Tommy Chong",0,41590893,86 min
1196,Star Wars: Episode V - The Empire Strikes Back,Irvin Kershner,18000000,538400000,124 min
1197,The Princess Bride,Rob Reiner,16000000,30900000,98 min
1198,Raiders of the Lost Ark,Steven Spielberg,18000000,389925971,115 min
1199,Brazil,Terry Gilliam,15000000,9900000,132 min
1200,Aliens,James Cameron,18500000,183316455,137 min
1201,"The Good, the Bad and the Ugly",Sergio Leone,1200000,38900000,178 min
1202,Withnail and I,Bruce Robinson,0,1544889,107 min
1203,12 Angry Men,Sidney Lumet,397751,4360000,96 min
1204,Lawrence of Arabia,David Lean,15000000,69995385,227 min
1206,A Clockwork Orange,Stanley Kubrick,2200000,27033812,136 min
1207,To Kill a Mockingbird,Robert Mulligan,2000000,13129846,129 min
1208,Apocalypse Now,Francis Ford Coppola,31500000,150000000,147 min
1209,Once Upon a Time in the West,Sergio Leone,5000000,5380118,166 min
1210,Star Wars: Episode VI - Return of the Jedi,Richard Marquand,32350000,572700000,131 min
1211,Wings of Desire,Wim Wenders,2500000,3210139,128 min
